wavenumber,absorbance,absorbance_matlab,error_percentage
7443.2,0.00013118256467191007,0.0001138120220436,15.262484855646989
7443.200766922308,0.00013223813212291332,0.00011473283846,15.257439716368825
7443.2015338446145,0.00013331320403116832,0.0001156705748465,15.252478176131548
7443.202300766922,0.00013440814007841832,0.0001166255390769,15.24760454894268
7443.20306768923,0.00013552329964219397,0.0001175980385419,15.242823198881188
7443.203834611537,0.0001366590411109848,0.000118588379549,15.23813853491279
7443.204601533845,0.00013781572114514022,0.0001195968666761,15.233555004732446
7443.2053684561515,0.0001389936938671875,0.000120623802064,15.229077088318672
7443.206135378459,0.0001401933100134626,0.0001216694846752,15.224709291497737
7443.206902300767,0.00014141491600373987,0.0001227342094823,15.22045613870508
7443.207669223074,0.0001426588529613075,0.0001238182666135,15.216322165628904
7443.208436145382,0.00014392545566824035,0.0001249219404419,15.212311911836416
7443.2092030676895,0.0001452150514402012,0.0001260455086062,15.208429912319998
7443.209969989996,0.0001465279589456925,0.0001271892409831,15.204680689274719
7443.210736912304,0.0001478644869556732,0.0001283533985993,15.201068744025934
7443.211503834611,0.0001492249330060598,0.0001295382324693,15.197598547923267
7443.212270756919,0.00015060958201156287,0.0001307439823913,15.194274533268908
7443.2130376792265,0.00015201870478264887,0.000131970875659,15.19110108464425
7443.213804601533,0.0001534525564850716,0.0001332191257252,15.188082529237168
7443.214571523841,0.0001549113750265858,0.0001344889308021,15.185223127795824
7443.215338446149,0.00015639537935523964,0.0001357804723859,15.182527065269213
7443.216105368456,0.0001579047677006809,0.0001370939137333,15.179998440970877
7443.216872290764,0.00015943971574506005,0.0001384293982763,15.17764126000479
7443.2176392130705,0.00016100037470668968,0.0001397870479642,15.175459423052201
7443.218406135378,0.00016258686938397298,0.0001411669615701,15.173456717942035
7443.219173057686,0.00016419929610785874,0.0001425692129203,15.171636810291233
7443.219939979993,0.0001658377206520215,0.0001439938490879,15.170003234504167
7443.220706902301,0.0001675021760870678,0.0001454408885382,15.16855938560454
7443.221473824608,0.00016919266056536212,0.0001469103192159,15.167308510653966
7443.222240746915,0.0001709091350768615,0.0001484020966082,15.166253700635298
7443.223007669223,0.00017265152116531626,0.0001499161417741,15.16539788322121
7443.22377459153,0.00017441969859060045,0.0001514523393294,15.164743815047835
7443.224541513838,0.00017621350299621566,0.0001530105354363,15.164294075407184
7443.2253084361455,0.000178032723528437,0.0001545905357538,15.164051059355224
7443.226075358452,0.00017987710046813042,0.0001561921033994,15.16401697220591
7443.22684228076,0.00018174632286501157,0.0001578149569153,15.164193823881753
7443.227609203068,0.00018364002616475165,0.0001594587682295,15.164583424129386
7443.228376125375,0.00018555778987977943,0.0001611231606565,15.165187378226674
7443.229143047683,0.0001874991352970398,0.000162807706932,15.166007083038577
7443.229909969989,0.0001894635232122303,0.000164511927272,15.167043723812155
7443.230676892297,0.0001914503517615234,0.0001662352875185,15.168298271338607
7443.231443814605,0.0001934589542960678,0.0001679771973238,15.169771479844417
7443.232210736912,0.00019548859737196852,0.0001697370084372,15.171463885140987
7443.23297765922,0.0001975384788485673,0.0001715140130869,15.173375803691119
7443.233744581527,0.00019960772608870853,0.0001733074424528,15.175507331758919
7443.234511503834,0.0002016953943207243,0.0001751164652812,15.177858345212803
7443.235278426142,0.0002038004651575938,0.000176940186638,15.180428499573676
7443.236045348449,0.00020592184526485003,0.0001787776467916,15.18321723123018
7443.236812270757,0.0002080583652564538,0.0001806278202974,15.186223757719027
7443.237579193064,0.00021020877876074724,0.0001824896152295,15.189447079707774
7443.238346115371,0.0002123717617358726,0.0001843618726316,15.192885982582311
7443.239113037679,0.00021454591202652243,0.0001862433661792,15.19653903811545
7443.239879959987,0.00021672974915476343,0.0001881328020449,15.20040460729354
7443.240646882294,0.00021892171440679337,0.0001900288190235,15.204480842308616
7443.2414138046015,0.00022112017120780563,0.000191929988907,15.20876568952953
7443.242180726908,0.00022332340577283118,0.0001938348171009,15.213256892120159
7443.242947649216,0.00022552962811189906,0.0001957417435481,15.217951993198234
7443.243714571524,0.0002277369733233655,0.0001976491439041,15.22284833870276
7443.244481493831,0.0002299435032514045,0.0001995553310284,15.227943080448082
7443.245248416139,0.0002321472084909179,0.000201458556777,15.233233179510966
7443.246015338446,0.0002343460107240067,0.0002033570140837,15.23871540892702
7443.246782260753,0.00023653776544117503,0.0002052488393729,15.244386357492964
7443.247549183061,0.00023872026502770987,0.0002071321152909,15.250242432201746
7443.248316105368,0.00024089124219158354,0.0002090048737304,15.256279861834448
7443.249083027676,0.00024304837379769128,0.0002108650992072,15.262494699925366
7443.249849949983,0.0002451892850286756,0.0002127107325184,15.268882827746422
7443.25061687229,0.0002473115539324566,0.0002145396747338,15.275439957350464
7443.251383794598,0.00024941271632338864,0.0002163497914917,15.282161634510782
7443.252150716906,0.00025149027100553626,0.0002181389175709,15.289043241812328
7443.252917639213,0.0002535416853516055,0.0002199048617683,15.296080001517451
7443.2536845615205,0.00025556440119996855,0.0002216454120483,15.303266978644736
7443.254451483827,0.00025755584102933653,0.0002233583409293,15.310599083855623
7443.255218406135,0.00025951341445204637,0.0002250414111417,15.318071076545403
7443.255985328443,0.00026143452493227685,0.0002266923814759,15.325677568070512
7443.25675225075,0.00026331657676478457,0.0002283090128515,15.333413024765118
7443.2575191730575,0.0002651569822630627,0.0002298890745615,15.341271771542075
7443.258286095365,0.0002669531691092049,0.0002314303506513,15.349247995319217
7443.259053017672,0.0002687025878750295,0.00023293064644,15.357335748537437
7443.25981993998,0.0002704027196607014,0.0002343877951358,15.365528953431653
7443.260586862287,0.000272051083797149,0.0002357996645012,15.373821405824998
7443.261353784595,0.00027364524562737037,0.0002371641635782,15.382206779795165
7443.262120706902,0.00027518282426915636,0.0002384792493904,15.390678632450383
7443.262887629209,0.00027666150037102764,0.0002397429336324,15.399230408699015
7443.263654551517,0.000278079023801294,0.0002409532892923,15.40785544701854
7443.264421473825,0.00027943322121646647,0.0002421084571629,15.416546985160831
7443.265188396132,0.00028072200350091577,0.0002432066522336,15.42529816630274
7443.265955318439,0.00028194337302057693,0.0002442461699134,15.43410204571185
7443.266722240747,0.0002830954306392595,0.0002452253920405,15.442951597975268
7443.267489163054,0.00028417638248632785,0.0002461427926698,15.451839724411439
7443.268256085362,0.00028518454642224,0.000246996943591,15.460759261245949
7443.269023007669,0.00028611835815456273,0.0002477865195377,15.469702988031445
7443.2697899299765,0.00028697637699981286,0.0002485103030831,15.4786636366743
7443.270556852284,0.00028775729122188214,0.000249167189163,15.487633900961697
7443.271323774591,0.00028845992294493166,0.0002497561892247,15.496606446621747
7443.272090696899,0.00028908323259834877,0.0002502764349661,15.505573921693895
7443.272857619207,0.0002896263228618259,0.0002507271816371,15.514528967596384
7443.2736245415135,0.0002900884421018547,0.000251107810897,15.523464230606454
7443.274391463821,0.000290468987269183,0.0002514178332024,15.53237237365954
7443.275158386128,0.00029076750623654584,0.0002516568897079,15.541246088689164
7443.275925308436,0.0002909836995743573,0.0002518247536782,15.55007810955609
7443.276692230744,0.00029111742173984294,0.0002519213313923,15.558861225016921
7443.277459153051,0.00029116868168284034,0.0002519466625422,15.567588292252466
7443.278226075358,0.00029113764285840265,0.0002519009201185,15.576252250863073
7443.278992997666,0.0002910246226476153,0.0002517844097863,15.584846136669103
7443.279759919973,0.00029083009119114324,0.0002515975687534,15.593363096523586
7443.280526842281,0.00029055466963971835,0.0002513409641387,15.601796402507102
7443.281293764588,0.0002901991278367638,0.0002510152908515,15.610139466939824
7443.282060686895,0.0002897643814396946,0.0002506213689905,15.618385857064847
7443.282827609203,0.0002892514885068464,0.0002501601407848,15.626529310148833
7443.28359453151,0.00028866164556162803,0.0002496326670894,15.634563748121444
7443.284361453818,0.00028799618315914193,0.0002490401234553,15.642483292791228
7443.285128376126,0.00028725656098994113,0.0002483837958075,15.650282280317484
7443.2858952984325,0.00028644436253703084,0.000247665075743,15.657955275967863
7443.28666222074,0.0002855612893216345,0.0002468854554816,15.665497088351957
7443.287429143047,0.00028460915478279196,0.0002460465225083,15.67290278333078
7443.288196065355,0.0002835898778002388,0.0002451499539147,15.680167698058789
7443.288962987663,0.0002825054759286403,0.0002441975105016,15.687287453648835
7443.2897299099695,0.00028135805835418146,0.0002431910306486,15.694257968227078
7443.290496832277,0.00028014981862170367,0.0002421324239953,15.701075468992801
7443.291263754585,0.00027888302718584587,0.0002410236649801,15.707736503331201
7443.292030676892,0.0002775600238015136,0.0002398667862478,15.714237949881776
7443.2927975992,0.00027618320980425095,0.0002386638719721,15.720577028322486
7443.293564521507,0.00027475504033762095,0.0002374170511413,15.726751308228081
7443.294331443814,0.0002732780165264556,0.0002361284908052,15.732758717330315
7443.295098366122,0.0002717546776832869,0.0002348003893594,15.73859754862774
7443.295865288429,0.0002701875935441026,0.0002334349698636,15.744266466150208
7443.296632210737,0.0002685793565850721,0.0002320344734361,15.749764510330916
7443.297399133045,0.00026693257447287286,0.0002306011527732,15.755091101129667
7443.298166055351,0.00026524986264802507,0.0002291372657879,15.76024604114486
7443.298932977659,0.00026353383708804703,0.0002276450694124,15.76522951640619
7443.299699899966,0.00026178710730050776,0.0002261268136037,15.770042096513343
7443.300466822274,0.0002600122695222722,0.0002245847355331,15.774684733170902
7443.301233744582,0.00025821190021048433,0.0002230210540323,15.779158757400403
7443.3020006668885,0.00025638854979634655,0.0002214379642703,15.783465875518907
7443.302767589196,0.00025454473674131525,0.0002198376326958,15.787608163312575
7443.303534511504,0.00025268294193311864,0.0002182221922749,15.791588059388367
7443.304301433811,0.0002508056033973123,0.0002165937380043,15.795408356788732
7443.305068356119,0.00024891511135550825,0.0002149543227258,15.799072193132544
7443.305835278426,0.0002470138036627531,0.0002133059532685,15.802583039875653
7443.306602200733,0.00024510396157525626,0.000211650586878,15.805944689649982
7443.307369123041,0.00024318780592050455,0.0002099901279919,15.809161242991909
7443.308136045348,0.00024126749361598848,0.0002083264253171,15.812237093180986
7443.308902967656,0.00023934511455910533,0.0002066612692253,15.815176910664249
7443.3096698899635,0.00023742268890692005,0.0002049963894849,15.817985625746145
7443.31043681227,0.0002355021647007567,0.0002033334532881,15.820668410661066
7443.311203734578,0.00023358541585021957,0.0002016740635863,15.823230660626871
7443.311970656885,0.00023167424049173302,0.0002000197577463,15.82567797406433
7443.312737579193,0.0002297703596554397,0.0001983720064696,15.828016132231552
7443.313504501501,0.00022787541629785556,0.0001967322130246,15.830251078079078
7443.314271423807,0.00022599097463139233,0.0001951017127315,15.832388894710672
7443.315038346115,0.00022411851976042148,0.0001934817727085,15.834435783301847
7443.315805268423,0.0002222594576294655,0.0001918735918827,15.836398041342548
7443.31657219073,0.00022041511522814848,0.0001902783012203,15.838282039819532
7443.317339113038,0.00021858674105752876,0.0001886969641771,15.840094201184899
7443.3181060353445,0.00021677550586288784,0.0001871305773757,15.841840976993332
7443.318872957652,0.00021498250356180546,0.0001855800714468,15.843528826010948
7443.31963987996,0.00021320875241548123,0.0001840463120766,15.845164192555977
7443.320406802267,0.00021145519637198471,0.0001825301011985,15.846753485349199
7443.321173724575,0.00020972270658626467,0.0001810321783337,15.848303056752098
